mention_id,mention,sentence,predictions,scores
15995514-1,immunoglobulin,"IgG deficiency is not usually encountered without other concomitant immunoglobulin deficiencies , and IgG deficiency is very common but usually asymptomatic .",['/biomolecules'],[0.1581268609]
15995514-2,IgG deficiency,"IgG deficiency is not usually encountered without other concomitant immunoglobulin deficiencies , and IgG deficiency is very common but usually asymptomatic .","['/disease', '/symptom']","[0.9897659421, 0.6087872982]"
43283080-0,M181 motorway,The line then climbs and passes over the M181 motorway and on viaduct to cross the Lincoln Edge at Scunthorpe .,"['/location', '/location/road']","[0.8914054036, 0.8025770187]"
43283080-1,Lincoln Edge,The line then climbs and passes over the M181 motorway and on viaduct to cross the Lincoln Edge at Scunthorpe .,['/location'],[0.905518055]
43283080-2,Scunthorpe,The line then climbs and passes over the M181 motorway and on viaduct to cross the Lincoln Edge at Scunthorpe .,"['/location', '/location/city']","[0.9986165762, 0.9582292438]"
326413-0,16 Psyche,"Asteroid 16 Psyche has an IRAS diameter of 253 km , yet has a more recent and accurate geometric mean of only 186 km .","['/location', '/location/astral_body']","[0.6092844605, 0.8934382796]"
326413-1,IRAS,"Asteroid 16 Psyche has an IRAS diameter of 253 km , yet has a more recent and accurate geometric mean of only 186 km .",['/location/astral_body'],[0.3779033422]
12996777-0,Patrick,"Patrick is also often critical of current ESPN shows and personalities ( such as SportsNation , SportsCenter , First Take and former ESPN host Colin Cowherd ) for stealing content from his show .","['/person', '/person/actor']","[0.9900409579, 0.5415402055]"
12996777-1,ESPN,"Patrick is also often critical of current ESPN shows and personalities ( such as SportsNation , SportsCenter , First Take and former ESPN host Colin Cowherd ) for stealing content from his show .","['/person', '/organization', '/broadcast_network', '/organization/news_agency', '/organization/company']","[0.8099501729, 0.9549870491, 0.8438946605, 0.9489334822, 0.9329659939]"
12996777-2,SportsNation,"Patrick is also often critical of current ESPN shows and personalities ( such as SportsNation , SportsCenter , First Take and former ESPN host Colin Cowherd ) for stealing content from his show .","['/organization', '/organization/news_agency']","[0.62430197, 0.7461743355]"
12996777-3,SportsCenter,"Patrick is also often critical of current ESPN shows and personalities ( such as SportsNation , SportsCenter , First Take and former ESPN host Colin Cowherd ) for stealing content from his show .",['/broadcast_program'],[0.4122684598]
12996777-4,First Take,"Patrick is also often critical of current ESPN shows and personalities ( such as SportsNation , SportsCenter , First Take and former ESPN host Colin Cowherd ) for stealing content from his show .",['/person'],[0.5896463394]
12996777-5,ESPN,"Patrick is also often critical of current ESPN shows and personalities ( such as SportsNation , SportsCenter , First Take and former ESPN host Colin Cowherd ) for stealing content from his show .","['/person', '/organization', '/broadcast_network', '/person/engineer', '/organization/news_agency', '/organization/company']","[0.8324106336, 0.9646595716, 0.7923253179, 0.6122325063, 0.9570083618, 0.9437743425]"
12996777-6,Colin Cowherd,"Patrick is also often critical of current ESPN shows and personalities ( such as SportsNation , SportsCenter , First Take and former ESPN host Colin Cowherd ) for stealing content from his show .","['/person', '/person/actor', '/person/artist']","[0.9526697993, 0.676959455, 0.6118568182]"
9763636-0,Royal Opera House,"She would continue to appear at the Royal Opera House , Covent Garden , until 1906 , achieving a total of 98 appearances there in a variety of operas .","['/building', '/organization', '/location']","[0.8614886403, 0.7377327085, 0.6300898194]"
9763636-1,Covent Garden,"She would continue to appear at the Royal Opera House , Covent Garden , until 1906 , achieving a total of 98 appearances there in a variety of operas .","['/location', '/building/theater']","[0.9013650417, 0.7311018705]"
35439884-0,roly - poly toy,The soft robot inspired by a roly - poly toy then reorientates itself into an upright position after landing .,['/product'],[0.778642416]
5283348-0,Talkin ' ' Bout Your Generation,"He regularly appeared on the game show "" Talkin ' ' Bout Your Generation "" as the "" Generation X "" team captain .",['/broadcast_program'],[0.5894986987]
5283348-1,Generation X,"He regularly appeared on the game show "" Talkin ' ' Bout Your Generation "" as the "" Generation X "" team captain .",['/broadcast_program'],[0.1763423234]
42632421-0,Tash,"Guest appearances include Tash ( of Tha Alkaholiks ) , Sha Stimuli , Chaundon , Skyzoo , and others .","['/person', '/person/artist']","[0.96300143, 0.6245797276]"
42632421-1,Tha Alkaholiks,"Guest appearances include Tash ( of Tha Alkaholiks ) , Sha Stimuli , Chaundon , Skyzoo , and others .","['/organization/music', '/person/artist']","[0.8535681367, 0.6185432673]"
42632421-2,Sha Stimuli,"Guest appearances include Tash ( of Tha Alkaholiks ) , Sha Stimuli , Chaundon , Skyzoo , and others .","['/person', '/organization/music', '/person/artist']","[0.5050445795, 0.7529706359, 0.6698764563]"
42632421-3,Chaundon,"Guest appearances include Tash ( of Tha Alkaholiks ) , Sha Stimuli , Chaundon , Skyzoo , and others .","['/person', '/person/artist']","[0.9135058522, 0.9126575589]"
42632421-4,Skyzoo,"Guest appearances include Tash ( of Tha Alkaholiks ) , Sha Stimuli , Chaundon , Skyzoo , and others .","['/person', '/organization/music', '/person/artist']","[0.7963644862, 0.6444627643, 0.8406662345]"
12292793-0,Pusan International Film Festival,"The film had its world premiere in 2005 , at the Pusan International Film Festival , in South Korea , whose partition with North Korea resulted in a special interest on the film by the festival .",['/event'],[0.6656070352]
12292793-1,South Korea,"The film had its world premiere in 2005 , at the Pusan International Film Festival , in South Korea , whose partition with North Korea resulted in a special interest on the film by the festival .","['/location', '/location/country']","[0.9653170705, 0.7541760206]"
12292793-2,North Korea,"The film had its world premiere in 2005 , at the Pusan International Film Festival , in South Korea , whose partition with North Korea resulted in a special interest on the film by the festival .","['/location', '/location/country']","[0.9733884335, 0.9176512361]"
28631152-0,Bacon,"In the late 1960s , Bacon attended the University of New South Wales , where she edited the student newspaper "" Tharunka "" .","['/person', '/person/artist', '/person/author']","[0.994135499, 0.6505570412, 0.8309693336]"
28631152-1,University of New South Wales,"In the late 1960s , Bacon attended the University of New South Wales , where she edited the student newspaper "" Tharunka "" .","['/organization', '/location', '/organization/educational_institution']","[0.9622420669, 0.8848147988, 0.998646915]"
28631152-2,Tharunka,"In the late 1960s , Bacon attended the University of New South Wales , where she edited the student newspaper "" Tharunka "" .",['/art'],[0.5270156264]
34812875-0,Anthony Boucher,"It is named in honour of writer , reviewer , and editor Anthony Boucher ; also the inspiration for the Anthony Awards , which have been issued at the convention since 1986 .","['/person', '/person/artist', '/person/author']","[0.9959698915, 0.5370371938, 0.756583333]"
34812875-1,Anthony Awards,"It is named in honour of writer , reviewer , and editor Anthony Boucher ; also the inspiration for the Anthony Awards , which have been issued at the convention since 1986 .",['/award'],[0.9604617953]
16557875-0,California Representative,"During an exchange with California Representative Duncan Hunter , Gilmore expressed the responsibility to capture Osama bin Laden and to fight terrorism with the help from allies and to use diplomacy to end the "" sea of hostility "" that he believed existed from "" Morocco , all the way through the Middle East , [ and ] all the way to the Philippines . """,['/organization'],[0.5877940655]
16557875-1,Duncan Hunter,"During an exchange with California Representative Duncan Hunter , Gilmore expressed the responsibility to capture Osama bin Laden and to fight terrorism with the help from allies and to use diplomacy to end the "" sea of hostility "" that he believed existed from "" Morocco , all the way through the Middle East , [ and ] all the way to the Philippines . """,['/person'],[0.919519484]
16557875-2,Gilmore,"During an exchange with California Representative Duncan Hunter , Gilmore expressed the responsibility to capture Osama bin Laden and to fight terrorism with the help from allies and to use diplomacy to end the "" sea of hostility "" that he believed existed from "" Morocco , all the way through the Middle East , [ and ] all the way to the Philippines . ""","['/person', '/person/actor', '/person/politician', '/person/author']","[0.9953091741, 0.6321818829, 0.5796090961, 0.8039882183]"
16557875-3,Osama bin Laden,"During an exchange with California Representative Duncan Hunter , Gilmore expressed the responsibility to capture Osama bin Laden and to fight terrorism with the help from allies and to use diplomacy to end the "" sea of hostility "" that he believed existed from "" Morocco , all the way through the Middle East , [ and ] all the way to the Philippines . ""","['/person', '/person/author', '/person/terrorist']","[0.9482313395, 0.6141692996, 0.9759060144]"
16557875-4,Morocco,"During an exchange with California Representative Duncan Hunter , Gilmore expressed the responsibility to capture Osama bin Laden and to fight terrorism with the help from allies and to use diplomacy to end the "" sea of hostility "" that he believed existed from "" Morocco , all the way through the Middle East , [ and ] all the way to the Philippines . ""","['/location', '/location/country']","[0.9867051244, 0.9037276506]"
16557875-5,Middle East,"During an exchange with California Representative Duncan Hunter , Gilmore expressed the responsibility to capture Osama bin Laden and to fight terrorism with the help from allies and to use diplomacy to end the "" sea of hostility "" that he believed existed from "" Morocco , all the way through the Middle East , [ and ] all the way to the Philippines . """,['/location'],[0.9734096527]
16557875-6,Philippines,"During an exchange with California Representative Duncan Hunter , Gilmore expressed the responsibility to capture Osama bin Laden and to fight terrorism with the help from allies and to use diplomacy to end the "" sea of hostility "" that he believed existed from "" Morocco , all the way through the Middle East , [ and ] all the way to the Philippines . ""","['/location', '/location/country']","[0.984686017, 0.9150279164]"
44424601-0,Guest Night,"Guest Night was a British television programme which aired on the BBC from 1938 to 1939 , with an additional set of episodes made in 1946 .",['/art'],[0.1634630114]
44424601-1,BBC,"Guest Night was a British television programme which aired on the BBC from 1938 to 1939 , with an additional set of episodes made in 1946 .","['/person', '/organization', '/person/artist', '/broadcast_network', '/organization/news_agency', '/organization/company']","[0.6222593188, 0.9809179306, 0.8015115857, 0.9974040389, 0.808275342, 0.8944277763]"
32158740-0,IGN,"IGN gave "" Dragon 's Crown "" a score of 8.5 / 10 , calling it "" great "" , whilst GameSpot applauded the visual quality of the game , rating it at 8/10 .","['/website', '/organization', '/organization/company']","[0.9544927478, 0.8778836131, 0.517766118]"
32158740-1,Dragon 's Crown,"IGN gave "" Dragon 's Crown "" a score of 8.5 / 10 , calling it "" great "" , whilst GameSpot applauded the visual quality of the game , rating it at 8/10 .","['/art', '/product/game']","[0.7292641997, 0.7158236504]"
32158740-2,GameSpot,"IGN gave "" Dragon 's Crown "" a score of 8.5 / 10 , calling it "" great "" , whilst GameSpot applauded the visual quality of the game , rating it at 8/10 .",['/website'],[0.9565556049]
6527837-0,Erlang,"Again as a result of the functional nature of Erlang , nesting transactions is simple .",['/programming_language'],[0.3683202863]
52755-0,PlayStation,"The only notable changes to gameplay ( in addition to loading times not present in the cartridge versions ) involve the correction of a few software bugs from the original and the addition of a new "" memo save "" feature , allowing players to quickly save their progress to the PlayStation 's RAM .","['/product', '/product/software', '/product/computer']","[0.9758154154, 0.8616116643, 0.6008897424]"
52755-1,RAM,"The only notable changes to gameplay ( in addition to loading times not present in the cartridge versions ) involve the correction of a few software bugs from the original and the addition of a new "" memo save "" feature , allowing players to quickly save their progress to the PlayStation 's RAM .",['/product'],[0.8846586943]
262484-0,United Airlines,"After the announcement of United Airlines 's departure in 2014 , Cleveland saw greatly decreased flight operations , and by June , 2014 , United Airlines ' had cut more than 60 % of its daily departures at the airport .","['/organization', '/organization/company', '/organization/airline']","[0.9735408425, 0.9360684156, 0.98074615]"
262484-1,Cleveland,"After the announcement of United Airlines 's departure in 2014 , Cleveland saw greatly decreased flight operations , and by June , 2014 , United Airlines ' had cut more than 60 % of its daily departures at the airport .","['/location', '/location/city']","[0.9293938875, 0.9693333507]"
262484-2,United Airlines,"After the announcement of United Airlines 's departure in 2014 , Cleveland saw greatly decreased flight operations , and by June , 2014 , United Airlines ' had cut more than 60 % of its daily departures at the airport .","['/organization', '/organization/company', '/organization/airline']","[0.9790950418, 0.9641757607, 0.9940390587]"
581583-0,LTTE,"Most voters in these areas were forcibly restrained by LTTE from voting , and it is said that they would have favored opposition candidate Ranil Wickremasinghe .","['/organization', '/organization/terrorist_organization']","[0.923620224, 0.5393067002]"
581583-1,Ranil Wickremasinghe,"Most voters in these areas were forcibly restrained by LTTE from voting , and it is said that they would have favored opposition candidate Ranil Wickremasinghe .","['/person', '/person/politician']","[0.9547783136, 0.8011614084]"
607567-0,Thanksgiving,"A large storm on November 22 -- 24 , 1990 ( the Thanksgiving holiday weekend ) filled some of the pontoons with rain and lake water .","['/holiday_name', '/event']","[0.9877074361, 0.8715479374]"
214938-0,leptin/leptin receptors,The role of leptin/leptin receptors in modulation of T cell activity in the immune system was shown in experimentation with mice .,['/chemical_thing'],[0.1966574788]
214938-1,T cell,The role of leptin/leptin receptors in modulation of T cell activity in the immune system was shown in experimentation with mice .,['/body_part'],[0.9610527158]
214938-2,mice,The role of leptin/leptin receptors in modulation of T cell activity in the immune system was shown in experimentation with mice .,"['/living_thing', '/animal']","[0.9821340442, 0.5773762465]"
14356281-0,President,"In 1889 , newly elected President Benjamin Harrison implemented a policy of only appointing residents of the territory to positions in territorial government .",['/title'],[0.8477596641]
14356281-1,Benjamin Harrison,"In 1889 , newly elected President Benjamin Harrison implemented a policy of only appointing residents of the territory to positions in territorial government .","['/person', '/person/politician', '/person/author']","[0.9919769168, 0.9674916267, 0.6809250712]"
632492-0,St Giles,"The street has historically been part of a through route from St Giles to Waterloo Bridge , though it is no longer the recommended signposted route .","['/location', '/location/city']","[0.9743931293, 0.6645067334]"
632492-1,Waterloo Bridge,"The street has historically been part of a through route from St Giles to Waterloo Bridge , though it is no longer the recommended signposted route .","['/building', '/location/bridge', '/location']","[0.8151008487, 0.9175624251, 0.991129756]"
47710996-0,GameRankings,It received an aggregated score of 45.00 % based on 2 reviews on GameRankings and 67/100 based on 14 reviews on Metacritic .,['/website'],[0.9829362631]
47710996-1,Metacritic,It received an aggregated score of 45.00 % based on 2 reviews on GameRankings and 67/100 based on 14 reviews on Metacritic .,['/website'],[0.9994670749]
18011066-0,S - train,"The area is well connected both by buses and by the S - train Ryparken station , formerly known as Lyngbyvej station until 1972 .",['/transit_system'],[0.8355244398]
18011066-1,Ryparken station,"The area is well connected both by buses and by the S - train Ryparken station , formerly known as Lyngbyvej station until 1972 .",['/location'],[0.9288665652]
18011066-2,Lyngbyvej station,"The area is well connected both by buses and by the S - train Ryparken station , formerly known as Lyngbyvej station until 1972 .","['/building', '/location']","[0.5465829968, 0.9466847777]"
1673550-0,Siachen,The area to the east and west of the Siachen region have already been declared national parks : the Karakoram Wildlife Sanctuary in India and the Central Karakoram National Park in Pakistan .,['/location'],[0.9985431433]
1673550-1,Karakoram Wildlife Sanctuary,The area to the east and west of the Siachen region have already been declared national parks : the Karakoram Wildlife Sanctuary in India and the Central Karakoram National Park in Pakistan .,['/location'],[0.9883005619]
1673550-2,India,The area to the east and west of the Siachen region have already been declared national parks : the Karakoram Wildlife Sanctuary in India and the Central Karakoram National Park in Pakistan .,"['/location', '/location/country', '/organization/government']","[0.9997083545, 0.9444487691, 0.6862700582]"
1673550-3,Central Karakoram National Park,The area to the east and west of the Siachen region have already been declared national parks : the Karakoram Wildlife Sanctuary in India and the Central Karakoram National Park in Pakistan .,['/location'],[0.9985448122]
1673550-4,Pakistan,The area to the east and west of the Siachen region have already been declared national parks : the Karakoram Wildlife Sanctuary in India and the Central Karakoram National Park in Pakistan .,"['/location', '/location/country']","[0.9990208149, 0.975179255]"
28799577-0,Anton Chekhov,"He worked in a number of the major theatres , playing a diverse range of parts in the plays of Anton Chekhov , Shakespeare , Arthur Miller , and in those of many other writers , both classical and modern .","['/person', '/person/artist', '/person/author']","[0.9786362052, 0.6897626519, 0.8813309669]"
28799577-1,Shakespeare,"He worked in a number of the major theatres , playing a diverse range of parts in the plays of Anton Chekhov , Shakespeare , Arthur Miller , and in those of many other writers , both classical and modern .","['/person', '/person/musician', '/person/artist', '/person/author']","[0.9748103023, 0.7573645115, 0.7863027453, 0.9438737631]"
28799577-2,Arthur Miller,"He worked in a number of the major theatres , playing a diverse range of parts in the plays of Anton Chekhov , Shakespeare , Arthur Miller , and in those of many other writers , both classical and modern .","['/person', '/person/artist', '/person/author']","[0.9929735661, 0.6270865202, 0.8176969886]"
2945668-0,Ikey,"Ikey was born into a Jewish family in Houndsditch , in the East End of London .",['/person'],[0.8970530033]
2945668-1,Jewish,"Ikey was born into a Jewish family in Houndsditch , in the East End of London .",['/ethnicity'],[0.9678435922]
2945668-2,Houndsditch,"Ikey was born into a Jewish family in Houndsditch , in the East End of London .","['/location', '/location/city']","[0.9871130586, 0.8242766857]"
2945668-3,East End of London,"Ikey was born into a Jewish family in Houndsditch , in the East End of London .",['/location'],[0.9762966037]
15321258-0,Beaver River,It is also located at the bottom of a large embankment along the Beaver River near the Eastvale Bridge .,"['/location', '/location/body_of_water']","[0.9951187372, 0.9970115423]"
15321258-1,Eastvale Bridge,It is also located at the bottom of a large embankment along the Beaver River near the Eastvale Bridge .,"['/building', '/location/bridge', '/location']","[0.8130905628, 0.9791759253, 0.993119359]"
133877-0,jigsaw puzzles,"There are also smaller jigsaw puzzles that are geared towards children , and are rated by the number of pieces they contain .","['/product', '/product/game']","[0.7944283485, 0.5835395455]"
2630916-0,Jerry,He wakes up and tries to grab Jerry for his dinner .,['/person'],[0.8970349431]
40392501-0,Jessie Ware,"He further went on to praise its "" grandly swaying hook that makes the one from Jessie Ware 's ' Wildest Moments ' sound understated "" .","['/person', '/person/actor', '/person/musician', '/person/artist', '/person/author']","[0.976755619, 0.6679191589, 0.7573434711, 0.877307415, 0.6647842526]"
40392501-1,Wildest Moments,"He further went on to praise its "" grandly swaying hook that makes the one from Jessie Ware 's ' Wildest Moments ' sound understated "" .","['/art/music', '/art']","[0.8882662654, 0.9511175752]"
1310828-0,McKenzie,"In the provincial election of 1969 , McKenzie narrowly defeated fellow incumbent Mike Kawchuk of the NDP in the redistributed riding of Roblin .","['/person', '/person/politician']","[0.9887102246, 0.6499444246]"
1310828-1,Mike Kawchuk,"In the provincial election of 1969 , McKenzie narrowly defeated fellow incumbent Mike Kawchuk of the NDP in the redistributed riding of Roblin .","['/person', '/person/politician']","[0.9546343684, 0.7066693902]"
1310828-2,NDP,"In the provincial election of 1969 , McKenzie narrowly defeated fellow incumbent Mike Kawchuk of the NDP in the redistributed riding of Roblin .","['/organization', '/organization/political_party']","[0.9874734879, 0.9966415167]"
1310828-3,Roblin,"In the provincial election of 1969 , McKenzie narrowly defeated fellow incumbent Mike Kawchuk of the NDP in the redistributed riding of Roblin .","['/person', '/person/politician']","[0.7728282809, 0.5815155506]"
19608039-0,Danish,"In the 2011 Danish Dirch Passer biopic A Funny Man , Petersen was depicted by Lars Ranthe .",['/language'],[0.3743430376]
19608039-1,Dirch Passer,"In the 2011 Danish Dirch Passer biopic A Funny Man , Petersen was depicted by Lars Ranthe .",['/person'],[0.58810848]
19608039-2,A Funny Man,"In the 2011 Danish Dirch Passer biopic A Funny Man , Petersen was depicted by Lars Ranthe .",['/art'],[0.8453932405]
19608039-3,Petersen,"In the 2011 Danish Dirch Passer biopic A Funny Man , Petersen was depicted by Lars Ranthe .","['/person', '/person/artist', '/person/author']","[0.9889018536, 0.7216253281, 0.5227103233]"
19608039-4,Lars Ranthe,"In the 2011 Danish Dirch Passer biopic A Funny Man , Petersen was depicted by Lars Ranthe .","['/person', '/person/artist']","[0.9639466405, 0.5466591716]"
47221728-0,Friedrich Schiller,"At the heart of that was almost fifty years of work on Friedrich Schiller , whose work had been the basis for his habilitation dissertation in 1961 , but he also made major contributions on Winckelmann , Goethe and Kleist .","['/person', '/person/author']","[0.9983651042, 0.9475895762]"
47221728-1,Winckelmann,"At the heart of that was almost fifty years of work on Friedrich Schiller , whose work had been the basis for his habilitation dissertation in 1961 , but he also made major contributions on Winckelmann , Goethe and Kleist .","['/person', '/person/author']","[0.9967472553, 0.8906611204]"
47221728-2,Goethe,"At the heart of that was almost fifty years of work on Friedrich Schiller , whose work had been the basis for his habilitation dissertation in 1961 , but he also made major contributions on Winckelmann , Goethe and Kleist .","['/person', '/person/author']","[0.9920010567, 0.9522330761]"
47221728-3,Kleist,"At the heart of that was almost fifty years of work on Friedrich Schiller , whose work had been the basis for his habilitation dissertation in 1961 , but he also made major contributions on Winckelmann , Goethe and Kleist .",['/person'],[0.9305002093]
38443956-0,Mordella univittata,"Mordella univittata is a species of beetle in the "" Mordella "" genus that is in the "" Mordellidae "" family , which is a part of the "" Tenebrionoidea "" superfamily .",['/living_thing'],[0.9801212549]
38443956-1,beetle,"Mordella univittata is a species of beetle in the "" Mordella "" genus that is in the "" Mordellidae "" family , which is a part of the "" Tenebrionoidea "" superfamily .",['/living_thing'],[0.9998726845]
38443956-2,Mordella,"Mordella univittata is a species of beetle in the "" Mordella "" genus that is in the "" Mordellidae "" family , which is a part of the "" Tenebrionoidea "" superfamily .",['/living_thing'],[0.9782946706]
38443956-3,Mordellidae,"Mordella univittata is a species of beetle in the "" Mordella "" genus that is in the "" Mordellidae "" family , which is a part of the "" Tenebrionoidea "" superfamily .",['/living_thing'],[0.9997987151]
38443956-4,Tenebrionoidea,"Mordella univittata is a species of beetle in the "" Mordella "" genus that is in the "" Mordellidae "" family , which is a part of the "" Tenebrionoidea "" superfamily .",['/living_thing'],[0.9988339543]
35023539-0,2000 Summer Olympics,She competed in the women 's individual foil event at the 2000 Summer Olympics .,"['/event/sports_event', '/event']","[0.849761188, 0.8435078263]"
11883604-0,John Paul Scott,"John Paul Scott ( January 3 , 1927 -- February 22 , 1987 ) was an American criminal , who is noted as the only escapee from Alcatraz Federal Penitentiary known to have reached the San Francisco shore by swimming .","['/person', '/person/author']","[0.9886167645, 0.6240277886]"
11883604-1,Alcatraz Federal Penitentiary,"John Paul Scott ( January 3 , 1927 -- February 22 , 1987 ) was an American criminal , who is noted as the only escapee from Alcatraz Federal Penitentiary known to have reached the San Francisco shore by swimming .",['/location'],[0.9215825796]
11883604-2,San Francisco,"John Paul Scott ( January 3 , 1927 -- February 22 , 1987 ) was an American criminal , who is noted as the only escapee from Alcatraz Federal Penitentiary known to have reached the San Francisco shore by swimming .","['/location', '/location/city']","[0.9849777222, 0.8866096139]"
17718731-0,Marie Adolphe Carnot,"Marie Adolphe Carnot ( 27 January 1839 -- 20 June 1920 ) was a French chemist , mining engineer and politician .","['/person', '/person/author']","[0.9794471264, 0.5288364291]"
15247542-0,Democritus,"Atomists such as Democritus attempted to explain the world in a purely materialistic way , without reference to the spiritual or mystical .",['/person'],[0.8428635597]
729976-0,A Knight 's Tale,"Her first movie role was in "" A Knight 's Tale "" ( 2001 ) , a vehicle that brought her mainstream attention and several MTV Movie Awards nominations .","['/art/film', '/art']","[0.8816149831, 0.9565215707]"
729976-1,MTV Movie Awards,"Her first movie role was in "" A Knight 's Tale "" ( 2001 ) , a vehicle that brought her mainstream attention and several MTV Movie Awards nominations .",['/award'],[0.9895033836]
12602492-0,tetanic contraction,"The initial electric burst is very short , containing only 10 -- 64 pulses , but is still strong enough to cause tetanic contraction in the body of the prey fish , often breaking its vertebral column .",['/symptom'],[0.5160467029]
12602492-1,prey fish,"The initial electric burst is very short , containing only 10 -- 64 pulses , but is still strong enough to cause tetanic contraction in the body of the prey fish , often breaking its vertebral column .",['/living_thing'],[0.8532591462]
12602492-2,vertebral column,"The initial electric burst is very short , containing only 10 -- 64 pulses , but is still strong enough to cause tetanic contraction in the body of the prey fish , often breaking its vertebral column .",['/body_part'],[0.8371217847]
7087961-0,Purnell,"Purnell previously served as the head coach for Clemson University , the University of Dayton , Old Dominion University , and Radford University .","['/person', '/person/actor', '/person/athlete', '/person/author']","[0.9972080588, 0.5571832061, 0.5281612277, 0.7189291716]"
7087961-1,Clemson University,"Purnell previously served as the head coach for Clemson University , the University of Dayton , Old Dominion University , and Radford University .","['/organization', '/location', '/organization/educational_institution', '/organization/company']","[0.9843363762, 0.8449373245, 0.9921196699, 0.6030395627]"
7087961-2,University of Dayton,"Purnell previously served as the head coach for Clemson University , the University of Dayton , Old Dominion University , and Radford University .","['/organization', '/location', '/organization/educational_institution']","[0.9790915847, 0.8844180703, 0.9948258996]"
7087961-3,Old Dominion University,"Purnell previously served as the head coach for Clemson University , the University of Dayton , Old Dominion University , and Radford University .","['/organization', '/location', '/organization/educational_institution', '/organization/company']","[0.9724214077, 0.9296922684, 0.9935752749, 0.6076117158]"
7087961-4,Radford University,"Purnell previously served as the head coach for Clemson University , the University of Dayton , Old Dominion University , and Radford University .","['/organization', '/location', '/organization/educational_institution']","[0.9522160292, 0.8697791696, 0.9892114401]"
41360088-0,Kosmos 13,Kosmos 13 was operated in a low Earth orbit .,"['/product/spacecraft', '/product']","[0.8016052842, 0.6330330372]"
41360088-1,Earth,Kosmos 13 was operated in a low Earth orbit .,"['/location', '/location/province', '/location/astral_body']","[0.9626324177, 0.9348593354, 0.9604171515]"
45327083-0,Larry Coker,Larry Coker returned as the team 's head coach for a fifth season .,"['/person', '/person/athlete']","[0.9905781746, 0.6310278773]"
24497353-0,Snoopy Flying Ace,"As of August 2010 , "" Snoopy Flying Ace "" has sold over 84,000 copies and as of year - end 2010 , the game has sold over 110,000 copies .",['/art'],[0.3599071205]
41407552-0,Nunn,"After a period as a driving instructor from 2004 , Nunn was an ambulance transport driver from 2006/7 until his death in 2012 of a heart attack aged 49 at the Lister Hospital in Stevenage .",['/person'],[0.9942757487]
41407552-1,Lister Hospital,"After a period as a driving instructor from 2004 , Nunn was an ambulance transport driver from 2006/7 until his death in 2012 of a heart attack aged 49 at the Lister Hospital in Stevenage .","['/building', '/organization', '/location', '/building/hospital']","[0.9283120036, 0.6450504065, 0.9430159926, 0.9939541221]"
41407552-2,Stevenage,"After a period as a driving instructor from 2004 , Nunn was an ambulance transport driver from 2006/7 until his death in 2012 of a heart attack aged 49 at the Lister Hospital in Stevenage .","['/location', '/location/city']","[0.9925488234, 0.6800897717]"
7118482-0,terriers,"In one clinical study on this potential behavioral problem , 18 tail - chasing terriers were given clomipramine orally at a dosage of 1 to 2 mg/kg ( 0.5 to 0.9 mg/lb ) of body weight , every 12 hours .","['/living_thing', '/animal']","[0.9982351065, 0.947467804]"
7118482-1,clomipramine,"In one clinical study on this potential behavioral problem , 18 tail - chasing terriers were given clomipramine orally at a dosage of 1 to 2 mg/kg ( 0.5 to 0.9 mg/lb ) of body weight , every 12 hours .","['/drug', '/chemical_thing']","[0.9239430428, 0.9138509631]"
33046098-0,Isis,"As with Greek divinities , many were related to one another , by blood or marriage , such as Isis and her sister Nephtys , both the respective wives of Osiris ( the god of the dead ) and of Seth , themselves brothers .",['/fictional_character'],[0.8566300273]
33046098-1,Nephtys,"As with Greek divinities , many were related to one another , by blood or marriage , such as Isis and her sister Nephtys , both the respective wives of Osiris ( the god of the dead ) and of Seth , themselves brothers .",['/fictional_character'],[0.5425310731]
33046098-2,Osiris,"As with Greek divinities , many were related to one another , by blood or marriage , such as Isis and her sister Nephtys , both the respective wives of Osiris ( the god of the dead ) and of Seth , themselves brothers .",['/fictional_character'],[0.9592728615]
33046098-3,Seth,"As with Greek divinities , many were related to one another , by blood or marriage , such as Isis and her sister Nephtys , both the respective wives of Osiris ( the god of the dead ) and of Seth , themselves brothers .","['/person', '/fictional_character']","[0.8349701762, 0.5714877844]"
4156620-0,Shutterstock,"In November 2012 , Shutterstock debuted a universal iOS application meant for iPhone and iPad , among other devices .",['/organization'],[0.6874610782]
4156620-1,iOS,"In November 2012 , Shutterstock debuted a universal iOS application meant for iPhone and iPad , among other devices .","['/product', '/product/software']","[0.9186761379, 0.9872969389]"
4156620-2,iPhone,"In November 2012 , Shutterstock debuted a universal iOS application meant for iPhone and iPad , among other devices .","['/product', '/product/software']","[0.9786908627, 0.927916348]"
4156620-3,iPad,"In November 2012 , Shutterstock debuted a universal iOS application meant for iPhone and iPad , among other devices .","['/product', '/product/software', '/product/computer']","[0.995541513, 0.9660043716, 0.5535892844]"
39951730-0,Distinguished Service Order,For this service he was awarded the Distinguished Service Order .,['/organization'],[0.5215368867]
11896170-0,Rhys,"Both turned the band down so Rhys sang the verses through a vocoder to imitate another person , something which he has described as a "" very schizophrenic thing to do "" .","['/person', '/person/actor', '/person/musician', '/person/artist', '/person/author']","[0.986079514, 0.8173329234, 0.8828040361, 0.9259197712, 0.6824685335]"
11896170-1,vocoder,"Both turned the band down so Rhys sang the verses through a vocoder to imitate another person , something which he has described as a "" very schizophrenic thing to do "" .",['/product/instrument'],[0.9495226145]
